variable,horizon,lower,median,upper,model
productivity,19,-0.243384195414431,-0.104174610752371,0.0228501209167534,"Replication, Time Domain, Horizon 4"
productivity,20,-0.258519208706048,-0.118898031178116,0.00961786861369756,"Replication, Time Domain, Horizon 4"
productivity,21,-0.273792365456126,-0.130064371491999,-0.00209111566789679,"Replication, Time Domain, Horizon 4"
productivity,22,-0.284652537794565,-0.139043614051244,-0.0104487287978205,"Replication, Time Domain, Horizon 4"
productivity,23,-0.293120634115502,-0.146957282428996,-0.0178919374404227,"Replication, Time Domain, Horizon 4"
productivity,24,-0.301531436498216,-0.15218312600056,-0.0225173235031591,"Replication, Time Domain, Horizon 4"
productivity,25,-0.307929862682357,-0.156727773442373,-0.026438847128368,"Replication, Time Domain, Horizon 4"
productivity,26,-0.312519331423393,-0.159761534553099,-0.0287785496516785,"Replication, Time Domain, Horizon 4"
productivity,27,-0.31595205463816,-0.162194632491429,-0.0299244184957251,"Replication, Time Domain, Horizon 4"
productivity,28,-0.320230220201605,-0.163642524982492,-0.0285492327261949,"Replication, Time Domain, Horizon 4"
productivity,29,-0.325348724083546,-0.164226916064207,-0.0270322540996065,"Replication, Time Domain, Horizon 4"
productivity,30,-0.32785077653744,-0.164164361750923,-0.025295599918622,"Replication, Time Domain, Horizon 4"
productivity,31,-0.328989200137546,-0.163331839700167,-0.0238998742332941,"Replication, Time Domain, Horizon 4"
productivity,32,-0.332591926530811,-0.161906380418812,-0.0225249249646469,"Replication, Time Domain, Horizon 4"
productivity,33,-0.334294704170713,-0.160377187546736,-0.021187503368961,"Replication, Time Domain, Horizon 4"
productivity,34,-0.33592243848946,-0.159628789259758,-0.0200010116237061,"Replication, Time Domain, Horizon 4"
productivity,35,-0.336902605203452,-0.158536623367932,-0.0184172151094648,"Replication, Time Domain, Horizon 4"
productivity,36,-0.337905428831317,-0.157657393152915,-0.0165214521467646,"Replication, Time Domain, Horizon 4"
productivity,37,-0.337831648487454,-0.156935435965004,-0.0151150659766685,"Replication, Time Domain, Horizon 4"
productivity,38,-0.339390113341188,-0.155431618912104,-0.0126566442513332,"Replication, Time Domain, Horizon 4"
productivity,39,-0.341642794060569,-0.15479471157025,-0.0105375253029846,"Replication, Time Domain, Horizon 4"
productivity,40,-0.341022738508115,-0.153837156287839,-0.00979761823675089,"Replication, Time Domain, Horizon 4"
unemployment,1,0.220287469821561,0.232108770172757,0.245083153423986,"Replication, Time Domain, Horizon 4"
unemployment,2,0.328477852586397,0.347311256407904,0.367956261845905,"Replication, Time Domain, Horizon 4"
unemployment,3,0.363950001008733,0.3904202974176,0.42011084481861,"Replication, Time Domain, Horizon 4"
unemployment,4,0.357348982080069,0.389687882618266,0.426437318595727,"Replication, Time Domain, Horizon 4"
unemployment,5,0.32780674812598,0.363756976291878,0.406931362646661,"Replication, Time Domain, Horizon 4"
unemployment,6,0.283981389695989,0.323730609637288,0.372854253693953,"Replication, Time Domain, Horizon 4"
unemployment,7,0.234296735092366,0.278965366652971,0.331535201824872,"Replication, Time Domain, Horizon 4"
unemployment,8,0.184323903379753,0.232843085946683,0.287516548167029,"Replication, Time Domain, Horizon 4"
unemployment,9,0.136808963350359,0.188707690779055,0.246236624579938,"Replication, Time Domain, Horizon 4"
unemployment,10,0.0938599952043687,0.148343089572526,0.208698548570321,"Replication, Time Domain, Horizon 4"
unemployment,11,0.0571515597260745,0.113531543951786,0.174811230505233,"Replication, Time Domain, Horizon 4"
unemployment,12,0.0255509027941156,0.0834598161338342,0.145672843809038,"Replication, Time Domain, Horizon 4"
unemployment,13,0.000242875570748647,0.0592271372178854,0.120765384918965,"Replication, Time Domain, Horizon 4"
unemployment,14,-0.0192155258928029,0.0392790308523072,0.101227779772458,"Replication, Time Domain, Horizon 4"
unemployment,15,-0.0348501422085173,0.0248177906773085,0.0860164198521322,"Replication, Time Domain, Horizon 4"
unemployment,16,-0.0458593246806238,0.0133437201829083,0.0741681482425003,"Replication, Time Domain, Horizon 4"
unemployment,17,-0.0531723676824928,0.00522908309830583,0.0658415609608335,"Replication, Time Domain, Horizon 4"
unemployment,18,-0.0578509642839914,-0.000313411689853873,0.0601740707259578,"Replication, Time Domain, Horizon 4"
unemployment,19,-0.0605627658838457,-0.0030920537238902,0.0560141192941698,"Replication, Time Domain, Horizon 4"
unemployment,20,-0.0603452052924467,-0.00489183669441286,0.0537204652072339,"Replication, Time Domain, Horizon 4"
unemployment,21,-0.0583086323622652,-0.00466619443921031,0.0518799790474334,"Replication, Time Domain, Horizon 4"
unemployment,22,-0.0552282486905242,-0.00385803986934213,0.0518839821267207,"Replication, Time Domain, Horizon 4"
unemployment,23,-0.0528289515321162,-0.00165795338649983,0.0512853595547795,"Replication, Time Domain, Horizon 4"
unemployment,24,-0.0498921952554242,-5.29846597314046e-05,0.0512026837758719,"Replication, Time Domain, Horizon 4"
unemployment,25,-0.0454442754856243,0.00178948007461457,0.0522493332378426,"Replication, Time Domain, Horizon 4"
unemployment,26,-0.0419183200666187,0.00347555372704335,0.0527650158855259,"Replication, Time Domain, Horizon 4"
unemployment,27,-0.038779069946012,0.00479282757941963,0.0533882929015469,"Replication, Time Domain, Horizon 4"
unemployment,28,-0.0360214155788064,0.00579795428136463,0.0533652735129408,"Replication, Time Domain, Horizon 4"
unemployment,29,-0.0337867461172284,0.00637911607795343,0.0531310225791284,"Replication, Time Domain, Horizon 4"
unemployment,30,-0.0313323248326067,0.00712473160316416,0.0522454799787854,"Replication, Time Domain, Horizon 4"
unemployment,31,-0.0293796301708591,0.00768152421562215,0.0512847899537794,"Replication, Time Domain, Horizon 4"
unemployment,32,-0.0275722900701311,0.00792361002718009,0.0496037575785887,"Replication, Time Domain, Horizon 4"
unemployment,33,-0.0259846704092601,0.00795835464838656,0.0480814531174726,"Replication, Time Domain, Horizon 4"
unemployment,34,-0.0249127292119583,0.0080012658071992,0.0469748170802743,"Replication, Time Domain, Horizon 4"
unemployment,35,-0.0243050807669224,0.00775217533248797,0.0454948589066436,"Replication, Time Domain, Horizon 4"
unemployment,36,-0.0239777629432851,0.00706548385865556,0.043989699994545,"Replication, Time Domain, Horizon 4"
unemployment,37,-0.023714936964011,0.00650029697487206,0.0429845972545803,"Replication, Time Domain, Horizon 4"
unemployment,38,-0.0234678932729287,0.00585712666399201,0.041564243078319,"Replication, Time Domain, Horizon 4"
unemployment,39,-0.0230887361351837,0.00503349739577633,0.0395733135475641,"Replication, Time Domain, Horizon 4"
unemployment,40,-0.0227153670937069,0.00435213390207526,0.0383313687203257,"Replication, Time Domain, Horizon 4"
TFP,1,-0.196792134215211,-0.0926070483045996,0.0245895547377077,"Replication, Time Domain, Horizon 32"
TFP,2,-0.169907764070884,-0.0543376141976235,0.0656136022468525,"Replication, Time Domain, Horizon 32"
TFP,3,-0.176931505076746,-0.0600859828986438,0.0637325551657791,"Replication, Time Domain, Horizon 32"
TFP,4,-0.186058797260476,-0.0711928397472628,0.052202749908186,"Replication, Time Domain, Horizon 32"
TFP,5,-0.2049940518327,-0.0898558338666111,0.0318938669745949,"Replication, Time Domain, Horizon 32"
TFP,6,-0.23093368216742,-0.114316497719453,0.00957965756858628,"Replication, Time Domain, Horizon 32"
TFP,7,-0.26144176044166,-0.139098049612022,-0.0134879838561939,"Replication, Time Domain, Horizon 32"
TFP,8,-0.293120741362152,-0.166013011349958,-0.034181772061559,"Replication, Time Domain, Horizon 32"
TFP,9,-0.324236060403511,-0.19181804372675,-0.0539957963965418,"Replication, Time Domain, Horizon 32"
TFP,10,-0.356113326674784,-0.214858800658555,-0.0725797326951704,"Replication, Time Domain, Horizon 32"
TFP,11,-0.387028746871208,-0.236580329275032,-0.0871749236627942,"Replication, Time Domain, Horizon 32"
TFP,12,-0.413199320700121,-0.255368228811077,-0.101445734959219,"Replication, Time Domain, Horizon 32"
TFP,13,-0.43879956086653,-0.271593420866528,-0.112949650237095,"Replication, Time Domain, Horizon 32"
TFP,14,-0.462052722767415,-0.28554608184265,-0.120794347790332,"Replication, Time Domain, Horizon 32"
TFP,15,-0.482475331699667,-0.294743076765825,-0.126137319147461,"Replication, Time Domain, Horizon 32"
TFP,16,-0.498764218444271,-0.302603119481336,-0.127646849144299,"Replication, Time Domain, Horizon 32"
TFP,17,-0.512660561851442,-0.310122417971913,-0.127068268450969,"Replication, Time Domain, Horizon 32"
TFP,18,-0.526015041509347,-0.315989714850262,-0.128986423083437,"Replication, Time Domain, Horizon 32"
TFP,19,-0.537916802580892,-0.319149917422688,-0.127626831129831,"Replication, Time Domain, Horizon 32"
TFP,20,-0.546630699217332,-0.321207356062858,-0.126416911771078,"Replication, Time Domain, Horizon 32"
TFP,21,-0.552195326444173,-0.320645364976151,-0.125014141606384,"Replication, Time Domain, Horizon 32"
TFP,22,-0.558471162754936,-0.318929038454903,-0.121457201699878,"Replication, Time Domain, Horizon 32"
TFP,23,-0.56379223462608,-0.318201826000217,-0.117582031901587,"Replication, Time Domain, Horizon 32"
TFP,24,-0.566504709504386,-0.31580512390812,-0.115155737036216,"Replication, Time Domain, Horizon 32"
TFP,25,-0.567634356363849,-0.313661246543319,-0.11175691164595,"Replication, Time Domain, Horizon 32"
TFP,26,-0.568485701308902,-0.311511332441172,-0.10846849743473,"Replication, Time Domain, Horizon 32"
TFP,27,-0.570890904656479,-0.308443799277322,-0.106964439346815,"Replication, Time Domain, Horizon 32"
TFP,28,-0.568970489311838,-0.305705512017387,-0.1037999896384,"Replication, Time Domain, Horizon 32"
TFP,29,-0.570560120564677,-0.301757531807249,-0.0998254645664679,"Replication, Time Domain, Horizon 32"
TFP,30,-0.574192032437014,-0.299595389165693,-0.0984016466716209,"Replication, Time Domain, Horizon 32"
TFP,31,-0.575377354452672,-0.297276087986413,-0.0967580744438115,"Replication, Time Domain, Horizon 32"
TFP,32,-0.577724938156955,-0.294048387979333,-0.0947764713422142,"Replication, Time Domain, Horizon 32"
TFP,33,-0.579519745670509,-0.290733330433147,-0.0931209019044992,"Replication, Time Domain, Horizon 32"
TFP,34,-0.580617521753949,-0.288152158076219,-0.0899356621432266,"Replication, Time Domain, Horizon 32"
TFP,35,-0.578399127795247,-0.285491593752235,-0.0883396915812881,"Replication, Time Domain, Horizon 32"
TFP,36,-0.577283837662761,-0.282373447508726,-0.0863897926322059,"Replication, Time Domain, Horizon 32"
TFP,37,-0.575145037450265,-0.279431270075639,-0.0841657399847541,"Replication, Time Domain, Horizon 32"
TFP,38,-0.573641473745006,-0.277067622566695,-0.0823980593570698,"Replication, Time Domain, Horizon 32"
TFP,39,-0.573852361722221,-0.27440961776652,-0.0810404002876384,"Replication, Time Domain, Horizon 32"
TFP,40,-0.572459884263934,-0.271167422698028,-0.0800126365573821,"Replication, Time Domain, Horizon 32"
consumption,1,-0.117366634281137,-0.0549947857717757,0.00785570292216387,"Replication, Time Domain, Horizon 32"
consumption,2,-0.226569342167852,-0.154358801898804,-0.0713704988230679,"Replication, Time Domain, Horizon 32"
consumption,3,-0.297751337806251,-0.225527001051979,-0.139091926578721,"Replication, Time Domain, Horizon 32"
consumption,4,-0.356435306800631,-0.285918835028934,-0.201760677795926,"Replication, Time Domain, Horizon 32"
consumption,5,-0.408271958669032,-0.333998777910204,-0.251205626731353,"Replication, Time Domain, Horizon 32"
consumption,6,-0.456323356733284,-0.372038070400528,-0.281045184600867,"Replication, Time Domain, Horizon 32"
consumption,7,-0.500126021505334,-0.401725519441027,-0.297903632370652,"Replication, Time Domain, Horizon 32"
consumption,8,-0.537035421642969,-0.424303704728503,-0.303115831789317,"Replication, Time Domain, Horizon 32"
consumption,9,-0.569320861515419,-0.442976604192596,-0.300828989588164,"Replication, Time Domain, Horizon 32"
consumption,10,-0.597233328655292,-0.454062385354647,-0.293068117937229,"Replication, Time Domain, Horizon 32"
consumption,11,-0.620633399241606,-0.461009513288006,-0.28431138690848,"Replication, Time Domain, Horizon 32"
consumption,12,-0.639550400530164,-0.463572239809547,-0.273658130977425,"Replication, Time Domain, Horizon 32"
consumption,13,-0.656413344147349,-0.464111068316529,-0.261376443829672,"Replication, Time Domain, Horizon 32"
consumption,14,-0.672509244191197,-0.463158377569219,-0.251059759342771,"Replication, Time Domain, Horizon 32"
consumption,15,-0.682645497174717,-0.460248308405316,-0.239724108888296,"Replication, Time Domain, Horizon 32"
consumption,16,-0.693554853372676,-0.457066649424324,-0.231162468760754,"Replication, Time Domain, Horizon 32"
consumption,17,-0.703020004293313,-0.453283260083613,-0.221230082843769,"Replication, Time Domain, Horizon 32"
consumption,18,-0.710103934104743,-0.450025525282231,-0.213358234900516,"Replication, Time Domain, Horizon 32"
consumption,19,-0.718105010387177,-0.446784803808947,-0.205820691624746,"Replication, Time Domain, Horizon 32"
consumption,20,-0.725618937628787,-0.445852264487499,-0.200145956901428,"Replication, Time Domain, Horizon 32"
consumption,21,-0.732794650926537,-0.445129496633638,-0.194457592225622,"Replication, Time Domain, Horizon 32"
consumption,22,-0.741923699967913,-0.445558811095503,-0.187526704883621,"Replication, Time Domain, Horizon 32"
consumption,23,-0.751375294324653,-0.443778057301123,-0.183786199573601,"Replication, Time Domain, Horizon 32"
consumption,24,-0.758467560122314,-0.443094829350823,-0.18283643299364,"Replication, Time Domain, Horizon 32"
consumption,25,-0.769347969711587,-0.443144413407172,-0.180184404032631,"Replication, Time Domain, Horizon 32"
consumption,26,-0.778825517211137,-0.444949205441443,-0.179045958896193,"Replication, Time Domain, Horizon 32"
consumption,27,-0.785537031067415,-0.447512257576252,-0.178926392724581,"Replication, Time Domain, Horizon 32"
consumption,28,-0.792587656630474,-0.449371246936162,-0.180125516148922,"Replication, Time Domain, Horizon 32"
consumption,29,-0.803858212818968,-0.451474398268679,-0.180112624253932,"Replication, Time Domain, Horizon 32"
consumption,30,-0.813325962751832,-0.45327217543171,-0.181725639748328,"Replication, Time Domain, Horizon 32"
consumption,31,-0.824588050230164,-0.454818450100639,-0.184677422897383,"Replication, Time Domain, Horizon 32"
consumption,32,-0.830971219076224,-0.456372500545118,-0.185895419751479,"Replication, Time Domain, Horizon 32"
consumption,33,-0.839230735454839,-0.459191613700642,-0.187114877058602,"Replication, Time Domain, Horizon 32"
consumption,34,-0.845841083996595,-0.462474492021248,-0.188935241337749,"Replication, Time Domain, Horizon 32"
consumption,35,-0.856336204647226,-0.464471360127613,-0.189693520463275,"Replication, Time Domain, Horizon 32"
consumption,36,-0.864117627897821,-0.466590308453894,-0.189618046391109,"Replication, Time Domain, Horizon 32"
consumption,37,-0.872926147958987,-0.467790261215379,-0.19175392472162,"Replication, Time Domain, Horizon 32"
consumption,38,-0.883877108746104,-0.471348454721492,-0.191981254494054,"Replication, Time Domain, Horizon 32"
consumption,39,-0.888740044006637,-0.47306807008072,-0.1928140683565,"Replication, Time Domain, Horizon 32"
consumption,40,-0.89680219312465,-0.475707415285281,-0.192533691288771,"Replication, Time Domain, Horizon 32"
hours_worked,1,-0.202565541249961,-0.0591027845217132,0.080266368682082,"Replication, Time Domain, Horizon 32"
hours_worked,2,-0.356950499417592,-0.20220255568212,-0.0404129132416563,"Replication, Time Domain, Horizon 32"
hours_worked,3,-0.462112654390977,-0.313518821919444,-0.137325180628304,"Replication, Time Domain, Horizon 32"
hours_worked,4,-0.522208357869537,-0.397954199409176,-0.230185154239155,"Replication, Time Domain, Horizon 32"
hours_worked,5,-0.558777203910131,-0.452779572242389,-0.306448072976145,"Replication, Time Domain, Horizon 32"
hours_worked,6,-0.582906153989433,-0.48124368378604,-0.35167839182532,"Replication, Time Domain, Horizon 32"
hours_worked,7,-0.602282044885922,-0.490890545935566,-0.361456184992154,"Replication, Time Domain, Horizon 32"
hours_worked,8,-0.613743196809112,-0.486480083311742,-0.347004012573851,"Replication, Time Domain, Horizon 32"
hours_worked,9,-0.616424500927159,-0.473806848080062,-0.316200407593131,"Replication, Time Domain, Horizon 32"
hours_worked,10,-0.6118323957449,-0.453744080357988,-0.282584833786591,"Replication, Time Domain, Horizon 32"
hours_worked,11,-0.600744084152085,-0.428358090271113,-0.238427263873906,"Replication, Time Domain, Horizon 32"
hours_worked,12,-0.582826529925563,-0.39963232619617,-0.200068423007534,"Replication, Time Domain, Horizon 32"
hours_worked,13,-0.563645384283516,-0.367171008069485,-0.164200957479612,"Replication, Time Domain, Horizon 32"
hours_worked,14,-0.542371718032779,-0.333730929514358,-0.128699378386197,"Replication, Time Domain, Horizon 32"
hours_worked,15,-0.517456243319106,-0.299589184515869,-0.0961149384212665,"Replication, Time Domain, Horizon 32"
hours_worked,16,-0.487647977294055,-0.270233891506454,-0.0690202999056778,"Replication, Time Domain, Horizon 32"
hours_worked,17,-0.463660645693262,-0.240363866487509,-0.0426486397223436,"Replication, Time Domain, Horizon 32"
hours_worked,18,-0.43685416119939,-0.213188685174786,-0.0233457146667385,"Replication, Time Domain, Horizon 32"
hours_worked,19,-0.418388069888832,-0.19158908144688,-0.00437087730576532,"Replication, Time Domain, Horizon 32"
hours_worked,20,-0.398541902712487,-0.170926443327515,0.0133364773489975,"Replication, Time Domain, Horizon 32"
hours_worked,21,-0.377924489893171,-0.154607481647665,0.0264253491432941,"Replication, Time Domain, Horizon 32"
hours_worked,22,-0.360663712833306,-0.139489728276678,0.0362426454044642,"Replication, Time Domain, Horizon 32"
hours_worked,23,-0.350188299079757,-0.125440836138468,0.0435493687439522,"Replication, Time Domain, Horizon 32"
hours_worked,24,-0.336132947900043,-0.116153148994337,0.0511599258272285,"Replication, Time Domain, Horizon 32"
hours_worked,25,-0.328369991150876,-0.107103577138145,0.0545777037769978,"Replication, Time Domain, Horizon 32"
hours_worked,26,-0.319048951944448,-0.101370761329652,0.0601782037014862,"Replication, Time Domain, Horizon 32"
hours_worked,27,-0.311994178059738,-0.0963920625917981,0.0625128293552478,"Replication, Time Domain, Horizon 32"
hours_worked,28,-0.305339339829104,-0.0927946634982811,0.0629538279583678,"Replication, Time Domain, Horizon 32"
hours_worked,29,-0.299780393450164,-0.0908829679818635,0.0661281588567204,"Replication, Time Domain, Horizon 32"
hours_worked,30,-0.297222208753251,-0.0884189882734682,0.0657407592311472,"Replication, Time Domain, Horizon 32"
hours_worked,31,-0.296043339898644,-0.0859852252736572,0.0671035991863476,"Replication, Time Domain, Horizon 32"
hours_worked,32,-0.295588730919793,-0.0868398841166381,0.067748302294258,"Replication, Time Domain, Horizon 32"
hours_worked,33,-0.295686771282105,-0.0883566340839653,0.0698925322689542,"Replication, Time Domain, Horizon 32"
hours_worked,34,-0.296563377715622,-0.0889033302928364,0.0717812611703395,"Replication, Time Domain, Horizon 32"
hours_worked,35,-0.298306072005583,-0.089713133055566,0.0736295103202512,"Replication, Time Domain, Horizon 32"
hours_worked,36,-0.302164116325649,-0.0907647291910358,0.075805752279774,"Replication, Time Domain, Horizon 32"
hours_worked,37,-0.303728836809898,-0.0914301507621147,0.0757815406156916,"Replication, Time Domain, Horizon 32"
hours_worked,38,-0.306112627641449,-0.0918204810827229,0.0767385768985778,"Replication, Time Domain, Horizon 32"
hours_worked,39,-0.310028117773515,-0.0934003637950303,0.0774111063982118,"Replication, Time Domain, Horizon 32"
hours_worked,40,-0.313543332896152,-0.0948351264279572,0.0780096635454579,"Replication, Time Domain, Horizon 32"
inflation,1,0.0213165500317557,0.0694143535278118,0.112303554049597,"Replication, Time Domain, Horizon 32"
inflation,2,0.0218885083095405,0.0564635127035858,0.0867367570176154,"Replication, Time Domain, Horizon 32"
inflation,3,0.00759895801383386,0.0413017412325565,0.0728654289549493,"Replication, Time Domain, Horizon 32"
inflation,4,-0.00366924223392398,0.0294699060624248,0.0607798071422433,"Replication, Time Domain, Horizon 32"
inflation,5,-0.0141082618472888,0.0180336772167768,0.0501187017199299,"Replication, Time Domain, Horizon 32"
inflation,6,-0.0217130985495515,0.00883366656519092,0.0400654761840469,"Replication, Time Domain, Horizon 32"
inflation,7,-0.0275019552335184,0.000993152634385842,0.0315654147224218,"Replication, Time Domain, Horizon 32"
inflation,8,-0.0321937339004649,-0.00482442879640246,0.0244941389073078,"Replication, Time Domain, Horizon 32"
inflation,9,-0.0354618700890651,-0.00938069519546249,0.0195994157968721,"Replication, Time Domain, Horizon 32"
inflation,10,-0.0383013824978099,-0.0124393375639932,0.015883427489143,"Replication, Time Domain, Horizon 32"
inflation,11,-0.0402672211302641,-0.0147662178112669,0.0132536524762529,"Replication, Time Domain, Horizon 32"
inflation,12,-0.0419506039232258,-0.0160085707006433,0.0115733530770399,"Replication, Time Domain, Horizon 32"
inflation,13,-0.0431265758487556,-0.0164375738421268,0.0110609125512845,"Replication, Time Domain, Horizon 32"
inflation,14,-0.0436346043112489,-0.0167148883402505,0.0106470587904534,"Replication, Time Domain, Horizon 32"
inflation,15,-0.0440840212797507,-0.0168174409282892,0.0106669035196628,"Replication, Time Domain, Horizon 32"
inflation,16,-0.0441079251303726,-0.0163152720192583,0.0111060774477567,"Replication, Time Domain, Horizon 32"
inflation,17,-0.0440624782012095,-0.0158858747018931,0.0115551352750738,"Replication, Time Domain, Horizon 32"
inflation,18,-0.0434934317277666,-0.0153188913352733,0.0120374634850732,"Replication, Time Domain, Horizon 32"
inflation,19,-0.0425797276504213,-0.0148458274777093,0.0122052098725022,"Replication, Time Domain, Horizon 32"
inflation,20,-0.0420171598245665,-0.0143858978371913,0.012219992468023,"Replication, Time Domain, Horizon 32"
inflation,21,-0.0415837714862722,-0.0137914061196344,0.0122982413842783,"Replication, Time Domain, Horizon 32"
inflation,22,-0.0412251162806543,-0.0134281855837483,0.0124268326057685,"Replication, Time Domain, Horizon 32"
inflation,23,-0.040579076008627,-0.0130823243884199,0.0121451575590805,"Replication, Time Domain, Horizon 32"
inflation,24,-0.0399055620600319,-0.0125915354758353,0.0121290996807871,"Replication, Time Domain, Horizon 32"
inflation,25,-0.0390987853805058,-0.0122124657721173,0.011915614828128,"Replication, Time Domain, Horizon 32"
inflation,26,-0.0387665676985747,-0.0120441471432377,0.0117382471220731,"Replication, Time Domain, Horizon 32"
inflation,27,-0.0384238903206402,-0.011936477185146,0.0117664307705014,"Replication, Time Domain, Horizon 32"
inflation,28,-0.0382070000381462,-0.0115876859522523,0.0112879428141412,"Replication, Time Domain, Horizon 32"
inflation,29,-0.0376921856016909,-0.0114913517581438,0.0109996928447763,"Replication, Time Domain, Horizon 32"
inflation,30,-0.036889882979072,-0.0112632525154267,0.0106719394522858,"Replication, Time Domain, Horizon 32"
inflation,31,-0.0363862004436248,-0.0109632617317746,0.0105700754078542,"Replication, Time Domain, Horizon 32"
inflation,32,-0.0361232862279688,-0.0106125236032574,0.0103544933239942,"Replication, Time Domain, Horizon 32"
inflation,33,-0.0355389013554666,-0.0104643039500166,0.010164873576529,"Replication, Time Domain, Horizon 32"
inflation,34,-0.0351135044029555,-0.0101902404491198,0.00996914356774823,"Replication, Time Domain, Horizon 32"
inflation,35,-0.0348477600208152,-0.00986137028551959,0.0096948008350844,"Replication, Time Domain, Horizon 32"
inflation,36,-0.0343945090177634,-0.00965834591630327,0.00953488127491882,"Replication, Time Domain, Horizon 32"
inflation,37,-0.0341388559280151,-0.00928404600410157,0.00954932359969484,"Replication, Time Domain, Horizon 32"
inflation,38,-0.0335824732225102,-0.00888174241253602,0.00942709020080704,"Replication, Time Domain, Horizon 32"
inflation,39,-0.033149743543596,-0.00860318354868603,0.009142242268853,"Replication, Time Domain, Horizon 32"
inflation,40,-0.0327796184726411,-0.00845720538378426,0.00903546403419496,"Replication, Time Domain, Horizon 32"
interest,1,0.0145729201945501,0.0600518062287423,0.0989636990564486,"Replication, Time Domain, Horizon 32"
interest,2,-0.0163987592020656,0.0402046946142334,0.0877080388042258,"Replication, Time Domain, Horizon 32"
interest,3,-0.0355212697063443,0.0248155727524336,0.0753606573369499,"Replication, Time Domain, Horizon 32"
interest,4,-0.0479769020312372,0.0110851576738106,0.0627069602211198,"Replication, Time Domain, Horizon 32"
interest,5,-0.055657258203799,-0.00015928534543599,0.0502322431321029,"Replication, Time Domain, Horizon 32"
interest,6,-0.0600205305356998,-0.00972507568020636,0.0395882922357846,"Replication, Time Domain, Horizon 32"
interest,7,-0.0628561569633113,-0.0170829329223597,0.030392362257861,"Replication, Time Domain, Horizon 32"
interest,8,-0.0636391540254498,-0.0210882841803078,0.0229703660328762,"Replication, Time Domain, Horizon 32"
interest,9,-0.0641637306341903,-0.0238418827292208,0.0188719122299767,"Replication, Time Domain, Horizon 32"
interest,10,-0.0639565584381562,-0.0252480124886374,0.0155876914177647,"Replication, Time Domain, Horizon 32"
interest,11,-0.0637675036800784,-0.0260106449857207,0.0143100756675526,"Replication, Time Domain, Horizon 32"
interest,12,-0.0630755866785132,-0.0249894782652933,0.0143151335476811,"Replication, Time Domain, Horizon 32"
interest,13,-0.0622044563005475,-0.0241311935721294,0.0145036903772621,"Replication, Time Domain, Horizon 32"
interest,14,-0.0613648161350924,-0.0225366926008144,0.0151537088132358,"Replication, Time Domain, Horizon 32"
interest,15,-0.0604013553426669,-0.0209577662773658,0.0161359159991052,"Replication, Time Domain, Horizon 32"
interest,16,-0.0592439198990929,-0.0191412819118583,0.0175414490543142,"Replication, Time Domain, Horizon 32"
interest,17,-0.0577041288289689,-0.01775104086365,0.0190342150213932,"Replication, Time Domain, Horizon 32"
interest,18,-0.0566768087298015,-0.0163191388998675,0.020892579706288,"Replication, Time Domain, Horizon 32"
interest,19,-0.0557990221601889,-0.0153950587693993,0.0224167674035219,"Replication, Time Domain, Horizon 32"
interest,20,-0.0548484609310975,-0.0143125380871809,0.0233990284107315,"Replication, Time Domain, Horizon 32"
interest,21,-0.0540021808574457,-0.0133147869673332,0.0237515985939461,"Replication, Time Domain, Horizon 32"
interest,22,-0.0534741365286626,-0.0126810014294892,0.0241392687834012,"Replication, Time Domain, Horizon 32"
interest,23,-0.052921627658403,-0.0119430825513002,0.0245280442468428,"Replication, Time Domain, Horizon 32"
interest,24,-0.0528323401628246,-0.0117416925195291,0.0246330673212429,"Replication, Time Domain, Horizon 32"
interest,25,-0.0526583388171317,-0.0115598826604881,0.0245741410793188,"Replication, Time Domain, Horizon 32"
interest,26,-0.052423972789292,-0.0113794724353907,0.0240386942727991,"Replication, Time Domain, Horizon 32"
interest,27,-0.0523906564210863,-0.0114194832731982,0.0235984648376976,"Replication, Time Domain, Horizon 32"
interest,28,-0.0524371392808931,-0.0115230231374743,0.0228064612324396,"Replication, Time Domain, Horizon 32"
interest,29,-0.0526312446488088,-0.0118111667127779,0.0227827121851888,"Replication, Time Domain, Horizon 32"
interest,30,-0.0522975505720069,-0.0121018340521724,0.0221641465667915,"Replication, Time Domain, Horizon 32"
interest,31,-0.0529345983667087,-0.0123750462189066,0.021895110821022,"Replication, Time Domain, Horizon 32"
interest,32,-0.0534779691585962,-0.0128623011782245,0.0216120948466662,"Replication, Time Domain, Horizon 32"
interest,33,-0.0539425096870708,-0.0132134314572114,0.0212338554152942,"Replication, Time Domain, Horizon 32"
interest,34,-0.0543105491356554,-0.0137034695650402,0.0210760548283792,"Replication, Time Domain, Horizon 32"
interest,35,-0.0544900171696867,-0.0139755986191547,0.0209513856223813,"Replication, Time Domain, Horizon 32"
interest,36,-0.0552961867634623,-0.0140640186897718,0.0205122110059714,"Replication, Time Domain, Horizon 32"
interest,37,-0.0556523495078048,-0.0143423690556467,0.0200913077476026,"Replication, Time Domain, Horizon 32"
interest,38,-0.0559556449503034,-0.0145702177178674,0.0198291711519341,"Replication, Time Domain, Horizon 32"
interest,39,-0.0564904724267575,-0.0145581362824149,0.0197113508539914,"Replication, Time Domain, Horizon 32"
interest,40,-0.0569600299361435,-0.0147028020760042,0.0195686018017467,"Replication, Time Domain, Horizon 32"
investment,1,-1.9079455871652,-1.45984164966035,-0.890797553159348,"Replication, Time Domain, Horizon 32"
