h,impulse,response,median,lower,upper,model,irf,version,mean
5,Main,inflation,-0.035691488771775,-0.0550780550546992,-0.0156141340266863,classical_fd,-0.0325839413991608,Replication,-0.0348279024982157
5,Main,interest,-0.108419493981226,-0.140520328385929,-0.0757897472580526,classical_fd,-0.109586236562368,Replication,-0.106911855598286
5,Main,investment,-1.25145987695878,-2.0910359808317,-0.188434904493879,classical_fd,-1.39428057255712,Replication,-1.11797728601919
5,Main,labor_share,-0.127076637297969,-0.209583329292357,-0.0341373642524147,classical_fd,-0.118920675209325,Replication,-0.121760665352399
5,Main,output,-0.401155070186093,-0.667587842241219,-0.0746176426929428,classical_fd,-0.463599640708234,Replication,-0.362317736926709
5,Main,productivity,0.179415921864829,0.0166116106673511,0.315729728972281,classical_fd,0.16193464788574,Replication,0.165297986330786
5,Main,unemployment,0.307029787976812,0.183739117600008,0.396741922764732,classical_fd,0.33368343996258,Replication,0.282032384091066
6,Main,TFP,0.125172814800111,0.00893316818079667,0.226836293341869,classical_fd,0.105451260315219,Replication,0.120478238918654
6,Main,consumption,-0.205904224542028,-0.382909591165778,-0.00143856550609418,classical_fd,-0.245279370967257,Replication,-0.18763340218756
6,Main,hours_worked,-0.271248283813835,-0.485168264614734,0.00145242160307626,classical_fd,-0.309753398375066,Replication,-0.241351527264437
6,Main,inflation,-0.0283754224488223,-0.047995722675974,-0.0105419487935682,classical_fd,-0.0268716811345745,Replication,-0.0291364790683221
6,Main,interest,-0.091417228274391,-0.120745441690687,-0.060271431255958,classical_fd,-0.091403641836762,Replication,-0.0902337960990363
6,Main,investment,-0.66579897888217,-1.65015262357385,0.487451233667044,classical_fd,-0.817867018526288,Replication,-0.573101187633394
6,Main,labor_share,-0.177875239442967,-0.247516182950856,-0.093537874824648,classical_fd,-0.176020737972306,Replication,-0.17055413352434
6,Main,output,-0.262836979579573,-0.566440502101661,0.103787245344996,classical_fd,-0.330387310878068,Replication,-0.232301427941523
6,Main,productivity,0.22189351111569,0.0588942834535855,0.354491073293286,classical_fd,0.206316671378553,Replication,0.207951793267925
6,Main,unemployment,0.24450057205923,0.0958504378612767,0.362700957614635,classical_fd,0.27180350612165,Replication,0.222096824511308
7,Main,TFP,0.0776954114323532,-0.037924116383066,0.18178789074659,classical_fd,0.0530716751373847,Replication,0.0727661831416756
7,Main,consumption,-0.155624239822137,-0.351342718493117,0.06641538602134,classical_fd,-0.199218418109173,Replication,-0.137439387770055
7,Main,hours_worked,-0.145135677289484,-0.388978940778458,0.138723123806819,classical_fd,-0.190915708660104,Replication,-0.125074316643337
7,Main,inflation,-0.0212309776377416,-0.040502445959201,-0.00299474169547828,classical_fd,-0.0188843758914248,Replication,-0.0210181958759094
7,Main,interest,-0.0722615950469393,-0.101987353582856,-0.0409099328246983,classical_fd,-0.071253880595652,Replication,-0.07122141335098
7,Main,investment,-0.135108673753045,-1.20811662390101,1.03684460191258,classical_fd,-0.305568203796242,Replication,-0.0857214887498322
7,Main,labor_share,-0.200030820201846,-0.2634599842605,-0.123341962058045,classical_fd,-0.208266918739455,Replication,-0.195019395117581
7,Main,output,-0.131993446064049,-0.471379857059095,0.245408102478757,classical_fd,-0.208040591309603,Replication,-0.112694424834429
7,Main,productivity,0.233191566622682,0.0773644886542384,0.36449969837035,classical_fd,0.219412145000358,Replication,0.2208056364835
7,Main,unemployment,0.174720191401071,0.00607074758831662,0.316034264833041,classical_fd,0.20488782818523,Replication,0.157215075055851
8,Main,TFP,0.0387484078277485,-0.0842408196414064,0.147217023182702,classical_fd,0.0112851814654461,Replication,0.0344649789477733
8,Main,consumption,-0.105520108947646,-0.313857825267454,0.127112745103351,classical_fd,-0.15588428566462,Replication,-0.0898891456581866
8,Main,hours_worked,-0.0311550678987129,-0.294118771820628,0.261876905496968,classical_fd,-0.0869732424168245,Replication,-0.0228543877083563
8,Main,inflation,-0.0119116410762085,-0.0313671698356027,0.00750948856509832,classical_fd,-0.00992744674579258,Replication,-0.0116910804884054
8,Main,interest,-0.053222428994967,-0.0844224695694733,-0.0226224998676087,classical_fd,-0.0515430999602337,Replication,-0.0522695401481397
8,Main,investment,0.315202769460115,-0.821778355357808,1.43181735594331,classical_fd,0.0998518356973204,Replication,0.302024064707427
8,Main,labor_share,-0.199857126827141,-0.268791480124764,-0.130696755809627,classical_fd,-0.218150794736602,Replication,-0.198321805812816
8,Main,output,-0.0195663590068929,-0.391412491141586,0.362014668818243,classical_fd,-0.107636445963419,Replication,-0.0143376111490277
8,Main,productivity,0.22138662507303,0.0725417046618837,0.342212529245311,classical_fd,0.208011059035904,Replication,0.210304982390654
8,Main,unemployment,0.107065903876657,-0.0636849074058591,0.266677553645495,classical_fd,0.14189297159074,Replication,0.0960765761161835
9,Main,TFP,0.0112573212606718,-0.115249976549579,0.125003376938278,classical_fd,-0.0181774008786764,Replication,0.00761669058900979
9,Main,consumption,-0.0623565194913485,-0.280484399035791,0.179995422725127,classical_fd,-0.11882012813858,Replication,-0.0487476084186347
9,Main,hours_worked,0.0658651859333045,-0.22202081323207,0.356989554001058,classical_fd,-0.00397594299099245,Replication,0.0589599818630186
9,Main,inflation,-0.00253073555708133,-0.0236002388294164,0.0185867637521001,classical_fd,-0.00127793111736576,Replication,-0.0025655012829945
9,Main,interest,-0.0357398627538834,-0.0678794241192759,-0.00474907666569504,classical_fd,-0.0337362210363435,Replication,-0.034887391139276
9,Main,investment,0.619712309848246,-0.502686129172879,1.69306203672719,classical_fd,0.386843113688423,Replication,0.577181585413743
9,Main,labor_share,-0.186947504049962,-0.262813090466486,-0.118202628903752,classical_fd,-0.210229552963263,Replication,-0.185099366113215
9,Main,output,0.0649006172653568,-0.319994850549966,0.445918536572543,classical_fd,-0.0331607545204179,Replication,0.0586923667400733
9,Main,productivity,0.192449236005505,0.048089571448511,0.312815426276489,classical_fd,0.179606544259026,Replication,0.183602236890228
9,Main,unemployment,0.049515108597194,-0.121936712785793,0.220598680261579,classical_fd,0.0879815158264767,Replication,0.0438591816615549
10,Main,TFP,-0.00720123446409008,-0.133744400019178,0.116915224909465,classical_fd,-0.0360809279693338,Replication,-0.00816540763114662
10,Main,consumption,-0.0235670134500894,-0.248174301191413,0.218855726290362,classical_fd,-0.0896972411932767,Replication,-0.0159644396611205
10,Main,hours_worked,0.131834839060143,-0.155655158984298,0.40197976077599,classical_fd,0.0568599049309237,Replication,0.118774579848434
10,Main,inflation,0.00583950878362134,-0.0156403345154186,0.0280347777300915,classical_fd,0.0063214266668221,Replication,0.00560473327904194
10,Main,interest,-0.0200089102561386,-0.053015634788536,0.0117133738360687,classical_fd,-0.01856018941423,Replication,-0.0198781973048192
10,Main,investment,0.811710369354645,-0.26621240255886,1.8095943004314,classical_fd,0.563012350850541,Replication,0.745474009136848
10,Main,labor_share,-0.164179639087704,-0.246955114711815,-0.0897057353981706,classical_fd,-0.190016009660964,Replication,-0.16103855587637
10,Main,output,0.114255472624209,-0.262600580695444,0.482634357989992,classical_fd,0.0160741824147575,Replication,0.106850076307149
10,Main,productivity,0.153725739105811,0.015922699612998,0.272346003829645,classical_fd,0.141248040107628,Replication,0.147572368531598
10,Main,unemployment,0.00422747693043821,-0.162778321703272,0.1787229075432,classical_fd,0.0453460819695919,Replication,0.00285609638601625
11,Main,TFP,-0.0115726560452413,-0.150640349113692,0.118999183158826,classical_fd,-0.044604975838764,Replication,-0.0148104200681007
11,Main,consumption,0.00527686139741206,-0.224770953205066,0.244942365607832,classical_fd,-0.0687998604674097,Replication,0.00800611657754327
11,Main,hours_worked,0.165423845487903,-0.101548852887692,0.428229852215724,classical_fd,0.0972581512773375,Replication,0.157979274409551
11,Main,inflation,0.0128639634862269,-0.00956732156710941,0.0353621640398317,classical_fd,0.0124371702908836,Replication,0.0122930632948406
11,Main,interest,-0.00706345988214169,-0.0403345608816658,0.0255362673627254,classical_fd,-0.00623403416059852,Replication,-0.00754411632446419
11,Main,investment,0.870511377573792,-0.11999636068908,1.83221315951416,classical_fd,0.64621283519709,Replication,0.822891112683144
11,Main,labor_share,-0.138126704229778,-0.228729464015843,-0.0514269871456801,classical_fd,-0.162577017829252,Replication,-0.131106510130711
11,Main,output,0.144535909395899,-0.23303700999388,0.493210956605562,classical_fd,0.0433981160234822,Replication,0.133227638108577
11,Main,productivity,0.112420360730169,-0.0206310998305899,0.233830728500965,classical_fd,0.0986967601684133,Replication,0.107801399058337
11,Main,unemployment,-0.0276394674716412,-0.180950044326261,0.142013698618274,classical_fd,0.0141605569247395,Replication,-0.0266359016528987
12,Main,TFP,-0.011173552311967,-0.157410118225346,0.131140741583157,classical_fd,-0.0464035203075776,Replication,-0.0147977768707729
12,Main,consumption,0.0235616533076404,-0.21201413887613,0.262066870695057,classical_fd,-0.0555042841130965,Replication,0.0236946767121885
12,Main,hours_worked,0.183233021795011,-0.069077682385905,0.436462781796067,classical_fd,0.120496363653889,Replication,0.17965259808464
12,Main,inflation,0.0181702435113587,-0.00515965274813341,0.0401450320938669,classical_fd,0.0169511794880571,Replication,0.0173575393347094
12,Main,interest,0.00217484952906477,-0.0292182969500404,0.034363162473536,classical_fd,0.00335457618618449,Replication,0.00215688781679812
12,Main,investment,0.865742742603849,-0.0623155082677975,1.74512951263167,classical_fd,0.658128645372276,Replication,0.829773698657437
12,Main,labor_share,-0.104874255645454,-0.204087064459385,-0.00647775780424289,classical_fd,-0.132162208807337,Replication,-0.0994793702101879
12,Main,output,0.154064791495617,-0.21688562016388,0.496375812588989,classical_fd,0.0533206378838213,Replication,0.142170301405646
12,Main,productivity,0.0680000415883632,-0.0630732257602174,0.201053728318876,classical_fd,0.056239896239435,Replication,0.0684733590107131
12,Main,unemployment,-0.0482629896590417,-0.193969986997274,0.112690600122982,classical_fd,-0.00665565354494163,Replication,-0.0456206221258816
13,Main,TFP,-0.00540826478927373,-0.162533776349318,0.145289391383297,classical_fd,-0.0440581959313432,Replication,-0.0106509670487822
13,Main,consumption,0.0333724615307713,-0.202255435251342,0.265307214294035,classical_fd,-0.0486793034163708,Replication,0.032235030660933
13,Main,hours_worked,0.194607012676441,-0.0494095892541794,0.432679769178101,classical_fd,0.130385897178804,Replication,0.187534481881596
13,Main,inflation,0.0220358851752067,-0.00105936709576579,0.0433277451627785,classical_fd,0.0199345759503432,Replication,0.0208282060202249
13,Main,interest,0.00984169833163611,-0.0210288900597775,0.039980553433459,classical_fd,0.0105038622621116,Replication,0.00947055716360541
13,Main,investment,0.819855956390518,-0.0161527629375091,1.63427919814474,classical_fd,0.620105476669166,Replication,0.786629831640132
13,Main,labor_share,-0.0725765936287911,-0.178669388759919,0.03136457473513,classical_fd,-0.10192747774469,Replication,-0.0691275968216591
13,Main,output,0.144918882277583,-0.215238665007231,0.483195851486504,classical_fd,0.0505145346580679,Replication,0.138265653110144
13,Main,productivity,0.0291134085963567,-0.102999188874062,0.17226304206037,classical_fd,0.0167150460715618,Replication,0.0323167444422352
13,Main,unemployment,-0.0577821647302821,-0.198207412998844,0.0907248304210573,classical_fd,-0.0188180752223111,Replication,-0.055783890135492
14,Main,TFP,0.000161804128700104,-0.16560667274688,0.157071987616487,classical_fd,-0.039746852412698,Replication,-0.00455067315363139
14,Main,consumption,0.0354236555059936,-0.199082938945143,0.264551692139138,classical_fd,-0.0469940133816508,Replication,0.0350167497613485
14,Main,hours_worked,0.193070691293137,-0.0378438760422167,0.412716905026895,classical_fd,0.130628109179205,Replication,0.18536355597502
14,Main,inflation,0.0242070107104288,0.00105274708931147,0.044983326266132,classical_fd,0.0215839095272117,Replication,0.0228952731364778
14,Main,interest,0.015142451916746,-0.0143421057486434,0.0446243699115087,classical_fd,0.0155955259516823,Replication,0.0147461432436181
14,Main,investment,0.733211033902021,-0.0177940465437615,1.48306136856113,classical_fd,0.550800062309167,Replication,0.711756176338208
14,Main,labor_share,-0.0453702987004412,-0.15627843633227,0.0606223997972285,classical_fd,-0.0739990734363181,Replication,-0.0420049821409821
14,Main,output,0.12289849575755,-0.211959905134444,0.462013377840569,classical_fd,0.0392166932306073,Replication,0.125737716775488
14,Main,productivity,-0.00181454578690689,-0.136105315394699,0.140710760610111,classical_fd,-0.0182615449722536,Replication,0.000858171797591294
14,Main,unemployment,-0.0593557173773042,-0.191009446015582,0.0768240033208404,classical_fd,-0.0242434714140329,Replication,-0.0590618898587366
15,Main,TFP,0.0050062607280906,-0.166235060290403,0.167259438763979,classical_fd,-0.0351163059106872,Replication,0.00180418748051927
15,Main,consumption,0.0398414431929771,-0.199084100137088,0.263980791634041,classical_fd,-0.0491272770084494,Replication,0.0334581280286772
15,Main,hours_worked,0.186133932482926,-0.0341626097917692,0.391168657515447,classical_fd,0.124448783977111,Replication,0.176466126246235
15,Main,inflation,0.0246468111084863,0.00195409437633309,0.0451858905672463,classical_fd,0.02214826161456,Replication,0.0238012089342709
15,Main,interest,0.0187396556592242,-0.0102147300722646,0.0470023016870071,classical_fd,0.0190244426451746,Replication,0.0183619383631815
15,Main,investment,0.626290116802321,-0.0652546040605148,1.33332277308667,classical_fd,0.465137177445586,Replication,0.620019469382671
15,Main,labor_share,-0.0210894629364305,-0.130654676312262,0.0876314265434672,classical_fd,-0.0496027882380059,Replication,-0.0191310009479796
15,Main,output,0.107026842170839,-0.220069051202559,0.44669802804416,classical_fd,0.0229257597947437,Replication,0.108113467153116
15,Main,productivity,-0.0263853090093204,-0.167240443223531,0.115467393827416,classical_fd,-0.0480207975652519,Replication,-0.0253308320853209
15,Main,unemployment,-0.0591974699537576,-0.178322185412024,0.0652982430441544,classical_fd,-0.0247663202012909,Replication,-0.0573371959446253
16,Main,TFP,0.009115787115507,-0.168845003445664,0.1759790224203,classical_fd,-0.0312721795696917,Replication,0.00724197389459652
16,Main,consumption,0.0381939761434338,-0.204581367388284,0.256990924998171,classical_fd,-0.0538945355744794,Replication,0.0288508760134074
16,Main,hours_worked,0.170000025655252,-0.0374392813746672,0.35861237110964,classical_fd,0.114444701678804,Replication,0.163566982658191
16,Main,inflation,0.0242225177070548,0.0024446974038182,0.0449319430508363,classical_fd,0.02188622991303,Replication,0.0238128274906469
16,Main,interest,0.02050483142456,-0.00680190096655273,0.0497924398449812,classical_fd,0.0211569241677514,Replication,0.020679309700903
16,Main,investment,0.525571146158172,-0.133275027927782,1.20328087009416,classical_fd,0.374156572285084,Replication,0.522575026438637
16,Main,labor_share,-0.00347507432100936,-0.108551018757521,0.103041272598942,classical_fd,-0.0292680192696685,Replication,-0.000846177974812614
16,Main,output,0.0872369728110962,-0.233139338792687,0.420924724466364,classical_fd,0.00431673526739652,Replication,0.0881140839210794
16,Main,productivity,-0.0461076622517545,-0.191792499325615,0.0981850072797551,classical_fd,-0.0725561920622184,Replication,-0.0463360898741822
16,Main,unemployment,-0.0561464294188835,-0.166769232283377,0.062204998017275,classical_fd,-0.0219822509460078,Replication,-0.0522677105794077
17,Main,TFP,0.0137403673801178,-0.169524080808051,0.186623784441305,classical_fd,-0.0288457420813378,Replication,0.0110645407123454
17,Main,consumption,0.027592517706831,-0.218485888473683,0.250715861899774,classical_fd,-0.0603091126926501,Replication,0.0222843235100384
17,Main,hours_worked,0.157323988543576,-0.0456309213852007,0.335907704423439,classical_fd,0.102567286035839,Replication,0.148740849358455
17,Main,inflation,0.0231687419653037,0.00235852879714937,0.0441200424380382,classical_fd,0.0210348120228862,Replication,0.0231755193115144
17,Main,interest,0.021868500971896,-0.00507446720668501,0.0490814936197371,classical_fd,0.0223092072835515,Replication,0.022015924060474
17,Main,investment,0.417320067358085,-0.207041880405109,1.07849809155075,classical_fd,0.285381895184727,Replication,0.427110545663492
17,Main,labor_share,0.0114028464873451,-0.0873081339356902,0.114509970826699,classical_fd,-0.0130241114135058,Replication,0.0130034648891791
17,Main,output,0.0725784583020593,-0.246377818292182,0.401153293403379,classical_fd,-0.0147130313696659,Replication,0.0676791885744178
17,Main,productivity,-0.0632620408233801,-0.211150560526216,0.0883175521791783,classical_fd,-0.0922778305646023,Replication,-0.0626586806589046
17,Main,unemployment,-0.0461044795714869,-0.151487308570589,0.0591434095539196,classical_fd,-0.0171819381033903,Replication,-0.0452042327398518
18,Main,TFP,0.0145522025922317,-0.175623354257019,0.194528019883459,classical_fd,-0.0280931419783057,Replication,0.0129625683751412
18,Main,consumption,0.0193533922818973,-0.220125765956776,0.245419721156928,classical_fd,-0.0675977950424245,Replication,0.0146174408033673
18,Main,hours_worked,0.140206481037665,-0.0554067168784519,0.318454252038231,classical_fd,0.0901881823682488,Replication,0.133459977465208
18,Main,inflation,0.0222002083553986,0.00165330515827122,0.04253140757048,classical_fd,0.0197946539222954,Replication,0.0221020454302872
18,Main,interest,0.0229161550314521,-0.00305974842787526,0.0496078338918058,classical_fd,0.0227404378179615,Replication,0.0226348974578401
18,Main,investment,0.316115915649826,-0.279967993570763,0.981277762971903,classical_fd,0.203446303037905,Replication,0.338402867875999
18,Main,labor_share,0.0224167516321222,-0.071915408125804,0.117556022578439,classical_fd,-0.000579264352808721,Replication,0.0228659207531258
18,Main,output,0.0507912895640884,-0.263849957788347,0.378719745738428,classical_fd,-0.0329260480032203,Replication,0.0480738122112801
18,Main,productivity,-0.0727977784035642,-0.228331792063093,0.0787787930103143,classical_fd,-0.107815574324884,Replication,-0.0750087099430916
18,Main,unemployment,-0.0377137171683296,-0.136279252783605,0.0630486164726496,classical_fd,-0.0113464725387399,Replication,-0.0371769410463748
19,Main,TFP,0.0160823475314563,-0.18203208625282,0.201400661371927,classical_fd,-0.0290024904101499,Replication,0.0129120375413231
19,Main,consumption,0.0100362081596144,-0.228493402321158,0.238899882933157,classical_fd,-0.0751874027301245,Replication,0.0064883323261236
19,Main,hours_worked,0.122001465835165,-0.0632898776924975,0.301847664817836,classical_fd,0.078202877750403,Replication,0.118688368519018
19,Main,inflation,0.0205081390885947,0.00120381126144435,0.0410791407188759,classical_fd,0.018324472075338,Replication,0.0207609930388751
19,Main,interest,0.0228204938796026,-0.00312290444901029,0.0496240497468698,classical_fd,0.0226545173574636,Replication,0.022743640721776
19,Main,investment,0.239651610999062,-0.323207870070296,0.87384143968265,classical_fd,0.130787111682636,Replication,0.258973896395375
19,Main,labor_share,0.0281284133386993,-0.0614109065358378,0.118769718917825,classical_fd,0.00853759825195707,Replication,0.0293438234011293
19,Main,output,0.0309644768168327,-0.284907294182312,0.368547525821865,classical_fd,-0.0496008856646041,Replication,0.0300274600243592
19,Main,productivity,-0.0807526930254023,-0.24956602352536,0.0789960837617293,classical_fd,-0.119876751606303,Replication,-0.0841607852840621
19,Main,unemployment,-0.0293829025029576,-0.123125119017875,0.0641829254224607,classical_fd,-0.00517839605076208,Replication,-0.0289209140163719
20,Main,TFP,0.0145823196817171,-0.184877918915089,0.205524155106895,classical_fd,-0.0313911719155444,Replication,0.0110785750809323
20,Main,consumption,0.00176152699650559,-0.236464863667647,0.234425191005845,classical_fd,-0.0826759960185933,Replication,-0.00165787638478629
20,Main,hours_worked,0.105891248593188,-0.0743705317020067,0.282301440734382,classical_fd,0.0671436256556776,Replication,0.104994483184839
20,Main,inflation,0.0189626660339577,2.49043563526871e-06,0.038762105435981,classical_fd,0.0167426973917314,Replication,0.0192793902121089
20,Main,interest,0.0224601698271182,-0.00452223556920188,0.0491306253832502,classical_fd,0.0222068515235313,Replication,0.0224990106057106
20,Main,investment,0.178024723241313,-0.384995769107167,0.798885322486485,classical_fd,0.0682960271946597,Replication,0.189735898660126
20,Main,labor_share,0.031716798817726,-0.0500497889721092,0.116759154397948,classical_fd,0.0148710748671396,Replication,0.0330815648033554
20,Main,output,0.0150734055071401,-0.301983138351588,0.355901247898238,classical_fd,-0.0643906072485813,Replication,0.0138774028027517
20,Main,productivity,-0.0874611519540353,-0.267359788993721,0.0763922703095091,classical_fd,-0.129152061661779,Replication,-0.0908552475277475
20,Main,unemployment,-0.0213381572937862,-0.10671883932109,0.0681042301688101,classical_fd,0.000850157307940017,Replication,-0.0209238291489513
21,Main,TFP,0.00835021526130416,-0.190207227376055,0.20467109171084,classical_fd,-0.0349855555472726,Replication,0.00773511574447213
21,Main,consumption,-0.00622762035057402,-0.24551033039927,0.23210244047868,classical_fd,-0.08979842060494,Replication,-0.00953160406496054
21,Main,hours_worked,0.091553957052483,-0.0816329595177915,0.27450419252966,classical_fd,0.0572837527752208,Replication,0.0926600191016961
21,Main,inflation,0.0175238318492413,-0.0015947790760961,0.0368343536578933,classical_fd,0.0151326887591687,Replication,0.0177460688785136
21,Main,interest,0.0218593915289484,-0.00497571484261429,0.0487569502937793,classical_fd,0.0215130362494758,Replication,0.0220152919457249
21,Main,investment,0.11683242003119,-0.435968097341715,0.739775795760824,classical_fd,0.0158650820312047,Replication,0.130548605014528
21,Main,labor_share,0.0333463831482158,-0.0432898466079497,0.116162006416889,classical_fd,0.0189680057669899,Replication,0.0346969345554256
21,Main,output,0.00943855741249085,-0.327321285609896,0.349558037317184,classical_fd,-0.0771998035817295,Replication,-0.000303662407475607
21,Main,productivity,-0.091751752695364,-0.280960034397258,0.0787889259957775,classical_fd,-0.136261172970174,Replication,-0.0957431752351063
21,Main,unemployment,-0.0145012242227357,-0.095287828210339,0.0710845030202548,classical_fd,0.00644526799901421,Replication,-0.0134800952520493
22,Main,TFP,0.00241847722247779,-0.195380100397629,0.202992315856768,classical_fd,-0.0394802997527843,Replication,0.00319932979719542
22,Main,consumption,-0.0152718956699149,-0.253576387050103,0.227036518730883,classical_fd,-0.0963925592186932,Replication,-0.0169609582143598
22,Main,hours_worked,0.0832877415234764,-0.0904542530137202,0.260179471336842,classical_fd,0.0487245069298273,Replication,0.0817743835507138
22,Main,inflation,0.0158321053148525,-0.00254931304994645,0.035732027257682,classical_fd,0.0135496449310776,Replication,0.0162194236889068
22,Main,interest,0.0214852162288334,-0.00708129408868364,0.0486947971050453,classical_fd,0.0206576419402898,Replication,0.0213731096429668
22,Main,investment,0.0755458334946551,-0.484635041835292,0.677331846684514,classical_fd,-0.027192255401175,Replication,0.0806620276781724
22,Main,labor_share,0.0349452375389026,-0.0391925184061929,0.110591907133086,classical_fd,0.0213339487399473,Replication,0.0347383923173993
22,Main,output,-0.00299229357957731,-0.349637827408774,0.343328270308728,classical_fd,-0.0880869846892582,Replication,-0.0126036190854856
22,Main,productivity,-0.0927327044266076,-0.289743958352649,0.0766812148507424,classical_fd,-0.14172764903306,Replication,-0.099361253127557
22,Main,unemployment,-0.00721266827245065,-0.088628364956158,0.0758739650290741,classical_fd,0.0114427959463045,Replication,-0.00674320949736501
23,Main,TFP,-0.0026124474129095,-0.201708067249326,0.200895802451212,classical_fd,-0.0445784304907082,Replication,-0.00221052622088349
23,Main,consumption,-0.0224828440519799,-0.264226069178949,0.224486695789817,classical_fd,-0.102369841736379,Replication,-0.0238573031467572
23,Main,hours_worked,0.0716418169885772,-0.102031210661728,0.256865191495494,classical_fd,0.0414615810082187,Replication,0.0723093810798707
23,Main,inflation,0.0143709602021239,-0.00427257649810878,0.0341173700903637,classical_fd,0.0120275846234859,Replication,0.0147343739461208
23,Main,interest,0.0208194951107545,-0.00787562080555513,0.0488602095261656,classical_fd,0.0197020277949881,Replication,0.0206278217209867
23,Main,investment,0.0423302594082194,-0.540700662500719,0.637423136756365,classical_fd,-0.0618409896842477,Replication,0.0390393815539959
23,Main,labor_share,0.0338686512718814,-0.0353509280449272,0.104921317133175,classical_fd,0.0224108902057485,Replication,0.0336677035319607
23,Main,output,-0.0181704976589337,-0.371858705237212,0.337842095770201,classical_fd,-0.0971930935971779,Replication,-0.0231932159619995
23,Main,productivity,-0.0955262305108803,-0.294944634630996,0.0830273659355794,classical_fd,-0.14597387819915,Replication,-0.102128822501482
23,Main,unemployment,-0.002121537360346,-0.0793071122121432,0.0776520899738853,classical_fd,0.0157677418535429,Replication,-0.000770739978609691
24,Main,TFP,-0.00869829925290391,-0.207453148567333,0.200659291132643,classical_fd,-0.0500151826514497,Replication,-0.00820299541988918
24,Main,consumption,-0.028329571123518,-0.27347450955102,0.218331226366976,classical_fd,-0.107691535993756,Replication,-0.0301870298306408
24,Main,hours_worked,0.063839226054109,-0.111501480930648,0.248671419946764,classical_fd,0.0354323299583987,Replication,0.0641741075384422
24,Main,inflation,0.0127693390056678,-0.00559654295410509,0.0326123082994706,classical_fd,0.0105855876806629,Replication,0.0133095243661628
24,Main,interest,0.0196712569772309,-0.00919397060833701,0.0477403059922548,classical_fd,0.0186907260940833,Replication,0.0198167648020945
24,Main,investment,0.00377914721355176,-0.601987594611408,0.625928126089067,classical_fd,-0.0891281381668284,Replication,0.00457401697336585
24,Main,labor_share,0.0308420078233523,-0.0354812586318009,0.100786497109525,classical_fd,0.0225695953504506,Replication,0.0318565994806291
24,Main,output,-0.0244069131911947,-0.383298793148994,0.33342742998756,classical_fd,-0.104693245681971,Replication,-0.0322724840595306
24,Main,productivity,-0.100314671340558,-0.304186819137286,0.0853341548425366,classical_fd,-0.149328101092126,Replication,-0.104357579115103
24,Main,unemployment,0.00285306161571727,-0.0724987028573123,0.0812077568621031,classical_fd,0.0194026936498373,Replication,0.00443984720038041
25,Main,TFP,-0.0122356424305554,-0.215160750584272,0.196169776126545,classical_fd,-0.0555694104342462,Replication,-0.014527853659393
25,Main,consumption,-0.0343646589112159,-0.281097751519626,0.218909849613606,classical_fd,-0.112350969228169,Replication,-0.0359498779223524
25,Main,hours_worked,0.0591826024084764,-0.125445215022184,0.243961558149095,classical_fd,0.0305466941032868,Replication,0.057252028055707
25,Main,inflation,0.0112423990915684,-0.00666642285638364,0.0309598099554845,classical_fd,0.00923285585250697,Replication,0.0119527509356071
25,Main,interest,0.0191121734281092,-0.00938207358768613,0.0464989204109361,classical_fd,0.0176563157969671,Replication,0.0189650374807133
25,Main,investment,-0.0152105629882697,-0.643243375854219,0.615330263104422,classical_fd,-0.110067171615544,Replication,-0.0237802293018683
25,Main,labor_share,0.0281948283218859,-0.0354580594934858,0.0971721192779908,classical_fd,0.0221112445786554,Replication,0.0295938983376274
25,Main,output,-0.0338592000485093,-0.404044914366551,0.329518383901746,classical_fd,-0.110767162446731,Replication,-0.0400373679786761
25,Main,productivity,-0.102793690701313,-0.316650189458506,0.0866038477133671,classical_fd,-0.152037598287788,Replication,-0.106268172491824
25,Main,unemployment,0.00787480418481584,-0.0672875235994602,0.0844339314237879,classical_fd,0.0223649672387446,Replication,0.00892479975627336
26,Main,TFP,-0.0195519984506602,-0.223683780338032,0.189756671112659,classical_fd,-0.061066290981069,Replication,-0.0209809846545343
26,Main,consumption,-0.0374251648304648,-0.286101406620917,0.220502183246668,classical_fd,-0.116361036520712,Replication,-0.0411635615270332
26,Main,hours_worked,0.0552875500165248,-0.135766980885892,0.238129482587663,classical_fd,0.0267056021961459,Replication,0.0514237774830553
26,Main,inflation,0.00967677031869641,-0.00827306389467965,0.029340008021587,classical_fd,0.00797251669570128,Replication,0.0106657287414469
26,Main,interest,0.0181036401353651,-0.0112981504177348,0.0463275915237049,classical_fd,0.0166229345747476,Replication,0.0180898531702534
26,Main,investment,-0.0314103290276248,-0.670812344648031,0.590231053397663,classical_fd,-0.125580462417927,Replication,-0.0469428962834838
26,Main,labor_share,0.0254853573112762,-0.0357835017793409,0.0930643336656111,classical_fd,0.0212741672188769,Replication,0.0270969725987867
26,Main,output,-0.0448060860307657,-0.417727510895935,0.330738487944983,classical_fd,-0.115583389388549,Replication,-0.0466617526370062
26,Main,productivity,-0.104738158246235,-0.325737807220126,0.092903934867741,classical_fd,-0.154283894877781,Replication,-0.108008769421334
26,Main,unemployment,0.0117238459993979,-0.0622513016147005,0.0858701344310385,classical_fd,0.0246911329157756,Replication,0.0127359792841306
27,Main,TFP,-0.0261974109913804,-0.235171154392449,0.184186155109802,classical_fd,-0.0663745601786287,Replication,-0.02740306451043
